ID,city name,lat,lng,country,iso2,population
1,Consolacion,10.4,123.95,Philippines,PH,148012
2,Maridi,4.91,29.45,South Sudan,SS,148000
3,Quilpue,-33.05,-71.45,Chile,CL,147991
4,Rafael Castillo,-34.7167,-58.6167,Argentina,AR,147965
5,Zhangaozen,43.3378,52.8553,Kazakhstan,KZ,147962
6,Nchelenge,-9.3533,28.7403,Zambia,ZM,147927
7,Szombathely,47.2351,16.6219,Hungary,HU,147920
8,Kutaisi,42.25,42.7,Georgia,GE,147900
9,Komaki,35.291,136.9121,Japan,JP,147897
10,Kiambu,-1.1667,36.8167,Kenya,KE,147870
11,Siem Reap,13.3622,103.8597,Cambodia,KH,147866
12,Orekhovo-Borisovo Yuzhnoye,55.6,37.7333,Russia,RU,147713
13,Hajipur,25.6925,85.2084,India,IN,147688
14,Pesqueria,25.785,-100.0511,Mexico,MX,147624
15,Kopeysk,55.1,61.6167,Russia,RU,147573
16,Mati,6.9483,126.2272,Philippines,PH,147547
17,Aix-en-Provence,43.5263,5.4454,France,FR,147478
18,Malakal,9.55,31.65,South Sudan,SS,147450
19,Chingola,-12.5333,27.85,Zambia,ZM,147448
20,Milas,37.3167,27.7833,Turkey,TR,147416
21,La Lisa,23.0247,-82.4631,Cuba,CU,147415
22,Burlington,36.076,-79.4685,United States,US,147415
23,Kafr ash Shaykh,31.1117,30.9458,Egypt,EG,147393
24,Tipitapa,12.2,-86.1,Nicaragua,NI,147379
25,Clermont-Ferrand,45.7831,3.0824,France,FR,147327
26,Hung Yen,20.65,106.0667,Vietnam,VN,147275
27,Tama,35.6369,139.4463,Japan,JP,147252
28,Dongsheng,22.8847,113.455,China,CN,147228
29,Habra,22.83,88.63,India,IN,147221
30,Yonago,35.4333,133.3333,Japan,JP,147210
31,Kramatorsk,48.7392,37.5839,Ukraine,UA,147145
32,Pageralam,-4.0167,103.25,Indonesia,ID,147071
33,Kalemie,-5.9128,29.1906,Congo (Kinshasa),CD,146974
34,Colima,19.2433,-103.7247,Mexico,MX,146965
35,Dawei,14.0833,98.2,Burma,MM,146964
36,Maquela do Zombo,-6.05,15.1167,Angola,AO,146908
37,Wamba,2.1442,27.9929,Congo (Kinshasa),CD,146871
38,Warner Robins,32.5961,-83.6527,United States,US,146790
39,Cairns,-16.92,145.78,Australia,AU,146778
40,Xinjing,31.2142,121.3681,China,CN,146776
41,Cam Ranh,11.902,109.2207,Vietnam,VN,146771
42,Bir,18.99,75.76,India,IN,146709
43,Florencio Varela,-34.8167,-58.2833,Argentina,AR,146704
44,Odintsovo,55.6667,37.2667,Russia,RU,146574
45,Keren,15.7778,38.4581,Eritrea,ER,146500
46,Dar`a,32.6189,36.1021,Syria,SY,146481
47,West Bromwich,52.519,-1.995,United Kingdom,GB,146386
48,Derince,40.7539,29.8231,Turkey,TR,146374
49,Gandajika,-6.75,23.9667,Congo (Kinshasa),CD,146217
50,Colina,-33.2017,-70.6703,Chile,CL,146209
51,Dadu,26.7325,67.7792,Pakistan,PK,146179
52,Pleiku,13.9833,108,Vietnam,VN,146073
53,Amreli,21.6006,71.2164,India,IN,146014
54,Taungdwingyi,20.0017,95.5461,Burma,MM,145909
55,Narnaul,28.0444,76.1056,India,IN,145897
56,Jyvaskyla,62.2417,25.7417,Finland,FI,145887
57,Chitaldrug,14.23,76.4,India,IN,145853
58,Pyatigorsk,44.05,43.0667,Russia,RU,145836
59,Calapan,13.414,121.18,Philippines,PH,145786
60,Calapan,13.414,121.18,Philippines,PH,145786
61,Franco da Rocha,-23.3286,-46.7244,Brazil,BR,145755
62,Mostaganem,35.9333,0.0833,Algeria,DZ,145696
63,Paco do Lumiar,-2.5319,-44.1078,Brazil,BR,145643
64,Etah,27.63,78.67,India,IN,145601
65,Bani,18.29,-70.33,Dominican Republic,DO,145595
66,Surprise,33.6815,-112.4515,United States,US,145591
67,Gloucester,51.8667,-2.25,United Kingdom,GB,145563
68,Quchan,37.106,58.5095,Iran,IR,145531
69,Vila Junqueiro,-15.4667,36.9833,Mozambique,MZ,145466
70,Torrance,33.8346,-118.3416,United States,US,145454
71,Eregli,37.5128,34.0483,Turkey,TR,145389
72,Foggia,41.4642,15.5461,Italy,IT,145348
73,Iruma,35.8358,139.3911,Japan,JP,145303
74,Abohar,30.1334,74.2001,India,IN,145302
75,Thanatpin,17.2942,96.58,Burma,MM,145287
76,Miskolc,48.0833,20.6667,Hungary,HU,145248
77,Bhandaria,22.4883,90.0733,Bangladesh,BD,145233
78,Teixeira de Freitas,-17.5403,-39.7437,Brazil,BR,145223
79,Villa de Cura,10.0383,-67.4892,Venezuela,VE,145098
80,Facatativa,4.8167,-74.3667,Colombia,CO,145080
