ID,city name,lat,lng,country,iso2,population
1,Masvingo,-20.0744,30.8328,Zimbabwe,ZW,1638528
2,Zhongli,24.965,121.2168,Taiwan,TW,1632616
3,Novosibirsk,55.05,82.95,Russia,RU,1625631
4,Bilaspur,22.09,82.15,India,IN,1625502
5,Semarang,-6.99,110.4225,Indonesia,ID,1621384
6,Jingdezhen,29.2917,117.1986,China,CN,1618979
7,Ludhiana,30.91,75.85,India,IN,1618879
8,Liaoyang,41.279,123.176,China,CN,1604580
9,Chengtangcun,35.0833,117.15,China,CN,1603659
10,Rajshahi,24.3667,88.6,Bangladesh,BD,1600000
11,Balandougou,13.3558,-9.5517,Mali,ML,1596882
12,Jiangyin,31.839,120.295,China,CN,1595138
13,Valencia,39.47,-0.3764,Spain,ES,1595000
14,Agra,27.18,78.02,India,IN,1585704
15,Leon de los Aldama,21.1167,-101.6833,Mexico,MX,1579803
16,Puebla,19.0333,-98.1833,Mexico,MX,1576259
17,Columbus,39.9862,-82.9855,United States,US,1572546
18,Yopougon,5.3167,-4.0667,Côte d’Ivoire,CI,1571065
19,Hebi,35.748,114.297,China,CN,1569208
20,Shiraz,29.61,52.5425,Iran,IR,1565572
21,Madurai,9.9252,78.1198,India,IN,1561129
22,Huzhou,30.8925,120.0875,China,CN,1558826
23,Tabriz,38.0814,46.3006,Iran,IR,1558693
24,Jamshedpur,22.7925,86.1842,India,IN,1558000
25,Maracaibo,10.6333,-71.6333,Venezuela,VE,1551539
26,Sofia,42.7,23.33,Bulgaria,BG,1547779
27,San Jose,9.9325,-84.08,Costa Rica,CR,1543000
28,Prayagraj,25.4358,81.8464,India,IN,1536218
29,Palembang,-2.9861,104.7556,Indonesia,ID,1535952
30,Kawasaki,35.5167,139.7,Japan,JP,1531646
31,Kobe,34.69,135.1956,Japan,JP,1521707
32,Jiaxing,30.747,120.756,China,CN,1518654
33,Kigali,-1.9439,30.0594,Rwanda,RW,1518632
34,Zhangjiajie,29.117,110.479,China,CN,1517027
35,Baiyin,36.5451,104.1389,China,CN,1512110
36,Guiping,23.4,110.0833,China,CN,1511011
37,Lianjiang,21.7333,110.2833,China,CN,1509400
38,Jianguang,28.1958,115.7833,China,CN,1507402
39,Yucheng,30.01,103.0415,China,CN,1507258
40,Xushan,30.1667,121.2333,China,CN,1502000
41,Panama City,8.9833,-79.5167,Panama,PA,1500189
42,Nneyi-Umuleri,6.3333,6.8333,Nigeria,NG,1500000
43,Leizhou,20.9143,110.0967,China,CN,1494700
44,Gwangju,35.1653,126.8486,"Korea, South",KR,1490092
45,Katako-Kombe,-3.4,24.42,Congo (Kinshasa),CD,1488922
46,Recife,-8.05,-34.9,Brazil,BR,1488920
47,Nasik,19.9975,73.7898,India,IN,1486053
48,Valencia,10.1833,-68,Venezuela,VE,1484430
49,Onitsha,6.1667,6.7833,Nigeria,NG,1483000
50,Abu Dhabi,24.4667,54.3667,United Arab Emirates,AE,1483000
51,Zapopan,20.7167,-103.4,Mexico,MX,1476491
52,Daejeon,36.35,127.385,"Korea, South",KR,1475221
53,Bronx,40.8501,-73.8662,United States,US,1472654
54,Yekaterinburg,56.8356,60.6128,Russia,RU,1468833
55,Huazhou,32.688,112.087,China,CN,1468061
56,Jinhua,29.079,119.647,China,CN,1463990
57,Kyoto,35.0117,135.7683,Japan,JP,1463723
58,Amsterdam,52.3728,4.8936,Netherlands,NL,1459402
59,Pizhou,34.398,117.89,China,CN,1458038
60,Kismaayo,-0.3581,42.5453,Somalia,SO,1458000
61,Yangshe,31.8767,120.556,China,CN,1447600
62,Virginia Beach,36.7335,-76.0435,United States,US,1443020
63,Dakar,14.6928,-17.4467,Senegal,SN,1438725
64,Goiania,-16.6667,-49.25,Brazil,BR,1437237
65,Charlotte,35.2083,-80.8303,United States,US,1427444
66,Rui'an,27.7833,120.625,China,CN,1424667
67,Muscat,23.6139,58.5922,Oman,OM,1421409
68,Kharkiv,49.9925,36.2311,Ukraine,UA,1421125
69,Wenling,28.3667,121.3667,China,CN,1416199
70,Gaozhou,21.9244,110.8422,China,CN,1414100
71,Faridabad,28.4211,77.3078,India,IN,1414050
72,Medina,24.47,39.61,Saudi Arabia,SA,1411599
73,Khulna,22.8167,89.55,Bangladesh,BD,1400689
74,Ulaanbaatar,47.9203,106.9172,Mongolia,MN,1396288
75,Fuqing,25.7167,119.3833,China,CN,1390487
76,Kayseri,38.7225,35.4875,Turkey,TR,1389680
77,Tel Aviv-Yafo,32.08,34.78,Israel,IL,1388400
78,Wuzhong,37.9978,106.1986,China,CN,1382713
79,Pingdu,36.7769,119.9884,China,CN,1378900
80,Sangereng,-6.2889,106.7181,Indonesia,ID,1378466
