ID,city name,lat,lng,country,iso2,population
1,Shaoyang,27.2395,111.4679,China,CN,6563520
2,Surat,21.1702,72.8311,India,IN,6538000
3,Shangrao,28.4551,117.9431,China,CN,6435300
4,Xinyang,32.149,114.091,China,CN,6234401
5,Madrid,40.4169,-3.7033,Spain,ES,6211000
6,Baghdad,33.3153,44.3661,Iraq,IQ,6183000
7,Maoming,21.6627,110.9255,China,CN,6174050
8,Jieyang,23.551,116.3727,China,CN,6089400
9,Miami,25.784,-80.2101,United States,US,6080145
10,Singapore,1.3,103.8,Singapore,SG,5983000
11,Houston,29.786,-95.3885,United States,US,5970127
12,Liaocheng,36.4559,115.9852,China,CN,5952128
13,Huanggang,30.4537,114.8724,China,CN,5882719
14,Dalian,38.9,121.6,China,CN,5871474
15,Dallas,32.7935,-96.7667,United States,US,5830932
16,Qingdao,36.0669,120.3827,China,CN,5818255
17,Yulin,22.654,110.181,China,CN,5796766
18,Douala,4.05,9.7,Cameroon,CM,5768400
19,Qujing,25.491,103.796,China,CN,5765775
20,Nangandao,35.3036,113.9268,China,CN,5708191
21,Philadelphia,40.0077,-75.1339,United States,US,5683533
22,Pudong,31.2347,121.5064,China,CN,5681512
23,Toronto,43.7417,-79.3733,Canada,CA,5647656
24,Zhengzhou,34.764,113.684,China,CN,5621593
25,Dezhou,37.436,116.359,China,CN,5611194
26,Nanchong,30.8372,106.1106,China,CN,5607565
27,Jinan,36.6702,117.0207,China,CN,5606374
28,Giza,29.987,31.2118,Egypt,EG,5598402
29,Nairobi,-1.2864,36.8172,Kenya,KE,5545000
30,Guadalajara,20.6767,-103.3475,Mexico,MX,5525000
31,Ankara,39.93,32.85,Turkey,TR,5503985
32,Tai'an,36.202,117.087,China,CN,5472217
33,Langfang,39.5383,116.6835,China,CN,5464087
34,Dazhou,31.2093,107.4678,China,CN,5385422
35,Saint Petersburg,59.9375,30.3086,Russia,RU,5384342
36,Monterrey,25.6667,-100.3,Mexico,MX,5341171
37,Belo Horizonte,-19.9167,-43.9333,Brazil,BR,5328000
38,Suzhou,33.6333,116.9683,China,CN,5324476
39,Yongzhou,26.42,111.613,China,CN,5289824
40,Changde,29.031,111.699,China,CN,5279102
41,Xiangyang,32.01,112.122,China,CN,5260951
42,Rangoon,16.795,96.16,Burma,MM,5209541
43,Atlanta,33.7628,-84.422,United States,US,5180179
44,Washington,38.9047,-77.0163,United States,US,5116378
45,Zhaotong,27.338,103.717,China,CN,5092611
46,Zhangzhou,24.513,117.647,China,CN,5054328
47,Melbourne,-37.8142,144.9631,Australia,AU,5031195
48,Yichun,27.816,114.417,China,CN,5007702
49,Bozhou,33.8626,115.7742,China,CN,4996844
50,Suqian,33.9331,118.2831,China,CN,4986192
51,Abidjan,5.3167,-4.0333,Côte d’Ivoire,CI,4980000
52,Ji'an,27.0912,114.9668,China,CN,4956600
53,Guilin,25.275,110.296,China,CN,4931137
54,Pingdingshan,33.735,113.2999,China,CN,4904701
55,Berlin,52.52,13.405,Germany,DE,4890363
56,Alexandria,31.1975,29.8925,Egypt,EG,4870000
57,Mianyang,31.468,104.679,China,CN,4868243
58,Sydney,-33.8678,151.21,Australia,AU,4840600
59,Huanglongsi,34.795,114.345,China,CN,4824016
60,Barcelona,41.3828,2.1769,Spain,ES,4800000
61,Yuncheng,35.0267,111.007,China,CN,4774508
62,Cape Town,-33.9253,18.4239,South Africa,ZA,4770313
63,Changsha,28.228,112.939,China,CN,4766296
64,Jeddah,21.5433,39.1728,Saudi Arabia,SA,4697000
65,Weinan,34.5206,109.471,China,CN,4688744
66,Chenzhou,25.77,113.016,China,CN,4667134
67,Jiangmen,22.5789,113.0815,China,CN,4630300
68,Jiujiang,29.661,115.954,China,CN,4600276
69,Xinpu,34.5966,119.2214,China,CN,4599360
70,Yibin,28.752,104.643,China,CN,4588804
71,Huaihua,27.5698,110.0016,China,CN,4587594
72,Yangzhou,32.3912,119.4363,China,CN,4559797
73,Taizhou,32.4567,119.9229,China,CN,4512762
74,Kunming,25.0464,102.7094,China,CN,4422686
75,Yiyang,28.5549,112.356,China,CN,4413800
76,Changchun,43.897,125.326,China,CN,4408154
77,Lu'an,31.736,116.52,China,CN,4393699
78,Jiangguanchi,34.0244,113.8201,China,CN,4379998
79,Meizhou,24.289,116.122,China,CN,4378800
80,Urumqi,43.8225,87.6125,China,CN,4335017
